symbol,timestamp,close,endTime,startTime,chartPrevClose,interval,range
GBPUSD=X,1664751600,1.1088,,,1.274,1wk,1y
GBPUSD=X,1665356400,1.1173,,,1.274,1wk,1y
GBPUSD=X,1665961200,1.1306,,,1.274,1wk,1y
GBPUSD=X,1666566000,1.1615,,,1.274,1wk,1y
GBPUSD=X,1667174400,1.1379,,,1.274,1wk,1y
GBPUSD=X,1667779200,1.1839,,,1.274,1wk,1y
GBPUSD=X,1668384000,1.189,,,1.274,1wk,1y
GBPUSD=X,1668988800,1.2092,,,1.274,1wk,1y
GBPUSD=X,1669593600,1.2301,,,1.274,1wk,1y
GBPUSD=X,1670198400,1.2259,,,1.274,1wk,1y
GBPUSD=X,1670803200,1.2145,,,1.274,1wk,1y
GBPUSD=X,1671408000,1.2054,,,1.274,1wk,1y
GBPUSD=X,1672012800,1.2099,,,1.274,1wk,1y
GBPUSD=X,1672617600,1.2094,,,1.274,1wk,1y
GBPUSD=X,1673222400,1.2232,,,1.274,1wk,1y
GBPUSD=X,1673827200,1.239,,,1.274,1wk,1y
GBPUSD=X,1674432000,1.2382,,,1.274,1wk,1y
GBPUSD=X,1675036800,1.2056,,,1.274,1wk,1y
GBPUSD=X,1675641600,1.2065,,,1.274,1wk,1y
GBPUSD=X,1676246400,1.2045,,,1.274,1wk,1y
GBPUSD=X,1676851200,1.1948,,,1.274,1wk,1y
GBPUSD=X,1677456000,1.2036,,,1.274,1wk,1y
GBPUSD=X,1678060800,1.2035,,,1.274,1wk,1y
GBPUSD=X,1678665600,1.2179,,,1.274,1wk,1y
GBPUSD=X,1679270400,1.2228,,,1.274,1wk,1y
GBPUSD=X,1679871600,1.2346,,,1.274,1wk,1y
GBPUSD=X,1680476400,1.2422,,,1.274,1wk,1y
GBPUSD=X,1681081200,1.2424,,,1.274,1wk,1y
GBPUSD=X,1681686000,1.2436,,,1.274,1wk,1y
GBPUSD=X,1682290800,1.25,,,1.274,1wk,1y
GBPUSD=X,1682506122,1.2484,,,1.274,1wk,1y
EURUSD=X,1650841200,1.0546,,,1.0714,1wk,1y
EURUSD=X,1651446000,1.055,,,1.0714,1wk,1y
EURUSD=X,1652050800,1.0412,,,1.0714,1wk,1y
EURUSD=X,1652655600,1.0564,,,1.0714,1wk,1y
EURUSD=X,1653260400,1.0739,,,1.0714,1wk,1y
EURUSD=X,1653865200,1.0722,,,1.0714,1wk,1y
EURUSD=X,1654470000,1.0521,,,1.0714,1wk,1y
EURUSD=X,1655074800,1.0496,,,1.0714,1wk,1y
EURUSD=X,1655679600,1.0559,,,1.0714,1wk,1y
EURUSD=X,1656284400,1.043,,,1.0714,1wk,1y
EURUSD=X,1656889200,1.0187,,,1.0714,1wk,1y
EURUSD=X,1657494000,1.0089,,,1.0714,1wk,1y
EURUSD=X,1658098800,1.0216,,,1.0714,1wk,1y
EURUSD=X,1658703600,1.0227,,,1.0714,1wk,1y
EURUSD=X,1659308400,1.018,,,1.0714,1wk,1y
EURUSD=X,1659913200,1.0264,,,1.0714,1wk,1y
EURUSD=X,1660518000,1.0042,,,1.0714,1wk,1y
EURUSD=X,1661122800,0.9967,,,1.0714,1wk,1y
EURUSD=X,1661727600,0.9959,,,1.0714,1wk,1y
EURUSD=X,1662332400,1.0155,,,1.0714,1wk,1y
EURUSD=X,1662937200,1.0016,,,1.0714,1wk,1y
