date,open,high,low,close,volume,adjclose,symbol,movers
1680761728,0,80.5999984741211,80.5999984741211,80.5999984741211,452770,80.5999984741211,0BDR.IL,gainers
1680678000,80,81.05000305175781,79.88333129882812,14.989999771118164,34249,14.989999771118164,0BDR.IL,gainers
1680591600,81.44999694824219,83.19999694824219,81.44999694824219,14.989999771118164,107726,14.989999771118164,0BDR.IL,gainers
1680505200,82.0999984741211,83.4000015258789,81.25,14.989999771118164,54956,14.989999771118164,0BDR.IL,gainers
1680246000,79.77764129638672,80.83999633789062,79.11000061035156,14.989999771118164,51590,14.989999771118164,0BDR.IL,gainers
1680159600,82.91999816894531,82.91999816894531,80.55999755859375,14.989999771118164,17826,14.989999771118164,0BDR.IL,gainers
1680073200,79.81842803955078,80.1513671875,79.63999938964844,14.989999771118164,25503,14.989999771118164,0BDR.IL,gainers
1679986800,79.28794860839844,79.50000762939453,78.99439239501953,14.989999771118164,42172,14.989999771118164,0BDR.IL,gainers
1679900400,74.9220962524414,75.77999877929688,74.9220962524414,14.989999771118164,24986,14.989999771118164,0BDR.IL,gainers
1679644800,73.9800033569336,74.24478149414062,73.57228088378906,14.989999771118164,124044,14.989999771118164,0BDR.IL,gainers
1679558400,77.5722427368164,78.7300033569336,76.92855834960938,14.989999771118164,56379,14.989999771118164,0BDR.IL,gainers
1679472000,78.5,79.16999816894531,78,14.989999771118164,69488,14.989999771118164,0BDR.IL,gainers
1679385600,77.83999633789062,79.30999755859375,74.29804229736328,14.989999771118164,132653,14.989999771118164,0BDR.IL,gainers
1679299200,68,73.01730346679688,67.16999816894531,14.989999771118164,85448,14.989999771118164,0BDR.IL,gainers
1679040000,71.61000061035156,71.62999725341797,70.01654815673828,14.989999771118164,391947,14.989999771118164,0BDR.IL,gainers
1678953600,67.52691650390625,68.83541870117188,66.5999984741211,14.989999771118164,272361,14.989999771118164,0BDR.IL,gainers
1678867200,73.77999877929688,73.77999877929688,64.56845092773438,14.989999771118164,324704,14.989999771118164,0BDR.IL,gainers
1678780800,71,76.02999877929688,70.5,14.989999771118164,155874,14.989999771118164,0BDR.IL,gainers
1678694400,74,74,70.18000030517578,14.989999771118164,137630,14.989999771118164,0BDR.IL,gainers
1678435200,74.91999816894531,75.85041809082031,74.38899230957031,14.989999771118164,109974,14.989999771118164,0BDR.IL,gainers
1678348800,76.80000305175781,78.21781921386719,76.80000305175781,14.989999771118164,145683,14.989999771118164,0BDR.IL,gainers
1678262400,80,80,77.8302001953125,14.989999771118164,86022,14.989999771118164,0BDR.IL,gainers
1678176000,78.86544799804688,78.88533782958984,78.69000244140625,14.989999771118164,58786,14.989999771118164,0BDR.IL,gainers
1678089600,78.09567260742188,78.58920288085938,78.09567260742188,14.989999771118164,36291,14.989999771118164,0BDR.IL,gainers
1677830400,78.4000015258789,78.54680633544922,76.05000305175781,14.989999771118164,81434,14.989999771118164,0BDR.IL,gainers
1677744000,75.94696807861328,77.15617370605469,75.27271270751953,14.989999771118164,84775,14.989999771118164,0BDR.IL,gainers
1677657600,75.5,76.9800033569336,75.25,14.989999771118164,61156,14.989999771118164,0BDR.IL,gainers
1677571200,73.1126937866211,73.12731170654297,71.53827667236328,14.989999771118164,509306,14.989999771118164,0BDR.IL,gainers
1677484800,71.13999938964844,71.96475982666016,69.37838745117188,14.989999771118164,34824,14.989999771118164,0BDR.IL,gainers
1677225600,69.97000122070312,70.0999984741211,69.1500015258789,14.989999771118164,54410,14.989999771118164,0BDR.IL,gainers
1677139200,65.5,69.66000366210938,65.5,14.989999771118164,32989,14.989999771118164,0BDR.IL,gainers
