symbol,timestamp,close,endTime,startTime,chartPrevClose,interval,range
GBPJPY=X,1666738800,169.599,,,169.599,1d,6mo
GBPJPY=X,1666825200,170.052,,,169.599,1d,6mo
GBPJPY=X,1666911600,169.132,,,169.599,1d,6mo
GBPJPY=X,1667174400,171.376,,,169.599,1d,6mo
GBPJPY=X,1667260800,170.551,,,169.599,1d,6mo
GBPJPY=X,1667347200,169.926,,,169.599,1d,6mo
GBPJPY=X,1667433600,168.339,,,169.599,1d,6mo
GBPJPY=X,1667520000,165.743,,,169.599,1d,6mo
GBPJPY=X,1667779200,166.375,,,169.599,1d,6mo
GBPJPY=X,1667865600,168.838,,,169.599,1d,6mo
GBPJPY=X,1667952000,167.806,,,169.599,1d,6mo
GBPJPY=X,1668038400,166.15,,,169.599,1d,6mo
GBPJPY=X,1668124800,165.706,,,169.599,1d,6mo
GBPJPY=X,1668384000,164.64,,,169.599,1d,6mo
GBPJPY=X,1668470400,164.627,,,169.599,1d,6mo
GBPJPY=X,1668556800,165.068,,,169.599,1d,6mo
GBPJPY=X,1668643200,165.978,,,169.599,1d,6mo
GBPJPY=X,1668729600,166.508,,,169.599,1d,6mo
GBPJPY=X,1668988800,166.678,,,169.599,1d,6mo
GBPJPY=X,1669075200,168.029,,,169.599,1d,6mo
GBPJPY=X,1669161600,167.876,,,169.599,1d,6mo
GBPJPY=X,1669248000,168.111,,,169.599,1d,6mo
GBPJPY=X,1669334400,167.866,,,169.599,1d,6mo
GBPJPY=X,1669593600,167.986,,,169.599,1d,6mo
GBPJPY=X,1669680000,165.894,,,169.599,1d,6mo
GBPJPY=X,1669766400,165.744,,,169.599,1d,6mo
GBPJPY=X,1669852800,165.84,,,169.599,1d,6mo
GBPJPY=X,1669939200,165.662,,,169.599,1d,6mo
GBPJPY=X,1670198400,165.01,,,169.599,1d,6mo
GBPJPY=X,1670284800,166.591,,,169.599,1d,6mo
GBPJPY=X,1670371200,166.056,,,169.599,1d,6mo
GBPJPY=X,1670457600,166.518,,,169.599,1d,6mo
GBPJPY=X,1670544000,167.12,,,169.599,1d,6mo
GBPJPY=X,1670803200,167.296,,,169.599,1d,6mo
GBPJPY=X,1670889600,168.687,,,169.599,1d,6mo
GBPJPY=X,1670976000,167.509,,,169.599,1d,6mo
GBPJPY=X,1671062400,168.077,,,169.599,1d,6mo
GBPJPY=X,1671148800,167.874,,,169.599,1d,6mo
GBPJPY=X,1671408000,166.048,,,169.599,1d,6mo
GBPJPY=X,1671494400,166.459,,,169.599,1d,6mo
GBPJPY=X,1671580800,160.737,,,169.599,1d,6mo
GBPJPY=X,1671667200,159.843,,,169.599,1d,6mo
GBPJPY=X,1671753600,159.32,,,169.599,1d,6mo
GBPJPY=X,1672012800,160.9001,,,169.599,1d,6mo
GBPJPY=X,1672099200,160.401,,,169.599,1d,6mo
GBPJPY=X,1672185600,160.517,,,169.599,1d,6mo
GBPJPY=X,1672272000,161.198,,,169.599,1d,6mo
GBPJPY=X,1672358400,160.226,,,169.599,1d,6mo
GBPJPY=X,1672617600,158.112,,,169.599,1d,6mo
